"Dataset","Network","Module","Mod_Def","Percent"
"TCGA GBM RNA-seq EXT Tumor OR QN BC OR BC OR A.1.1.2.1.1.1.1.1","Bicor-None_signum0.324_minSize20_merge_ME_0.85_24685","cyan","Seed",2
"Hodges 2006 GSE3790 RDP Normal OR QN BC OR A.1.2.1.1.1","Bicor-None_signum0.268_minSize10_merge_ME_0.85_18621","magenta","Seed",2
"Hodges 2006 GSE3790 RDP Normal OR QN BC OR A.1.2.1.1.1","Bicor-None_signum0.268_minSize12_merge_ME_0.85_18621","pink","Seed",2
"Hodges 2006 GSE3790 RDP Normal OR QN BC OR A.1.2.1.1.1","Bicor-None_signum0.268_minSize8_merge_ME_0.85_18621","magenta","Seed",2
"Hodges 2006 GSE3790 RDP Normal OR QN BC OR A.1.2.1.1.1","Bicor-None_signum0.286_minSize10_merge_ME_0.85_18621","magenta","Seed",2
"Hodges 2006 GSE3790 RDP Normal OR QN BC OR A.1.2.1.1.1","Bicor-None_signum0.286_minSize12_merge_ME_0.85_18621","black","Seed",2
"Hodges 2006 GSE3790 RDP Normal OR QN BC OR A.1.2.1.1.1","Bicor-None_signum0.286_minSize8_merge_ME_0.85_18621","magenta","Seed",2
"Li 2013 GSE45642 RDP OR QN BC OR A.1.1.1.1.1","Bicor-None_signum0.525_minSize12_merge_ME_0.85_18621","turquoise","Seed",1.98675496688742
"Trabzuni 2013 GSE46706 RDP OR QN BC OR A.1.1.1.1.1","Bicor-None_signum0.443_minSize20_merge_ME_0.85_22011","magenta","Seed",1.98019801980198
"IvyGAP 2017 GSE107559 EXT Tumor OR A.1.2.2","Bicor-None_signum0.565_minSize8_merge_ME_0.85_17418","tan","Seed",1.96078431372549
"Labreche 2015 E-MTAB-2768 EXT OR QN A.1.1.1","Bicor-None_signum0.327_minSize12_merge_ME_0.85_54613","white","Seed",1.96078431372549
"Labreche 2015 E-MTAB-2768 EXT OR QN A.1.1.1","Bicor-None_signum0.327_minSize15_merge_ME_0.85_54613","orange","Seed",1.96078431372549
"Labreche 2015 E-MTAB-2768 EXT OR QN A.1.1.1","Bicor-None_signum0.36_minSize15_merge_ME_0.85_54613","darkturquoise","Seed",1.96078431372549
"TCGA LGG RNA-seq EXT OR QN BC A.1.1.1.1.1","Bicor-None_signum0.385_minSize8_merge_ME_0.85_27357","orange","Seed",1.96078431372549
"Vital 2010 GSE43289 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.483_minSize8_merge_ME_0.85_42548","greenyellow","Seed",1.96078431372549
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize15_merge_ME_0.85_26167","black","Seed",1.92307692307692
"TCGA GBM Affymetrix RDP Tumor OR QN BC OR BC OR B.1.2.1.1.1.1.1","Bicor-None_signum0.339_minSize20_merge_ME_0.85_18621","yellow","Seed",1.92307692307692
"Tso 2006 GSE5107 EXT OR QN A.1.1.1","Bicor-None_signum0.36_minSize12_merge_ME_0.85_21860","tan","Seed",1.92307692307692
"Tso 2006 GSE5107 EXT OR QN A.1.1.1","Bicor-None_signum0.36_minSize15_merge_ME_0.85_21860","purple","Seed",1.92307692307692
"Tso 2006 GSE5107 EXT OR QN A.1.1.1","Bicor-None_signum0.382_minSize8_merge_ME_0.85_21860","grey60","Seed",1.92307692307692
"Tso 2006 GSE5107 EXT OR QN A.1.1.1","Bicor-None_signum0.446_minSize10_merge_ME_0.85_21860","salmon","Seed",1.92307692307692
"Tso 2006 GSE5107 EXT OR QN A.1.1.1","Bicor-None_signum0.446_minSize8_merge_ME_0.85_21860","midnightblue","Seed",1.92307692307692
"Erdem-Eraslan 2012 GSE43388 U133Plus2 RDP OR QN BC B.1.1.1.1","Bicor-None_signum0.348_minSize12_merge_ME_0.85_42548","greenyellow","Seed",1.88679245283019
"Grzmil 2011 GSE15824 RDP Tumor OR QN A.1.2.1","Bicor-None_signum0.422_minSize20_merge_ME_0.85_42548","salmon","Seed",1.88679245283019
"Grzmil 2011 GSE15824 RDP Tumor OR QN A.1.2.1","Bicor-None_signum0.519_minSize12_merge_ME_0.85_42548","purple","Seed",1.88679245283019
"REMBRANDT 2018 GSE108474 RDP Tumor OR QN BC OR BC A.1.2.1.1.1.1","Bicor-None_signum0.247_minSize12_merge_ME_0.85_42548","darkgrey","Seed",1.88679245283019
"REMBRANDT 2018 GSE108474 RDP Tumor OR QN BC OR BC A.1.2.1.1.1.1","Bicor-None_signum0.247_minSize15_merge_ME_0.85_42548","lightyellow","Seed",1.88679245283019
"REMBRANDT 2018 GSE108474 RDP Tumor OR QN BC OR BC A.1.2.1.1.1.1","Bicor-None_signum0.247_minSize20_merge_ME_0.85_42548","lightyellow","Seed",1.88679245283019
"TCGA GBM Agilent 02 (Gene Level) EXT Tumor OR BC OR BC OR C.2.2.1.1.1.1","Bicor-None_signum0.473_minSize10_merge_ME_0.85_17814","red","Seed",1.88679245283019
"Gleize 2015 E-MTAB-2358 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.513_minSize10_merge_ME_0.85_42548","pink","Seed",1.875
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.481_minSize15_merge_ME_0.85_23987","purple","Seed",1.85185185185185
"French 2007 GSE9385 RDP Tumor OR QN BC A.1.2.1.1","Bicor-None_signum0.409_minSize10_merge_ME_0.85_22011","cyan","Seed",1.85185185185185
"French 2007 GSE9385 RDP Tumor OR QN BC A.1.2.1.1","Bicor-None_signum0.409_minSize8_merge_ME_0.85_22011","cyan","Seed",1.85185185185185
"French 2007 GSE9385 RDP Tumor OR QN BC A.1.2.1.1","Bicor-None_signum0.437_minSize10_merge_ME_0.85_22011","tan","Seed",1.85185185185185
"French 2007 GSE9385 RDP Tumor OR QN BC A.1.2.1.1","Bicor-None_signum0.437_minSize8_merge_ME_0.85_22011","cyan","Seed",1.85185185185185
"Kamoun 2016 E-MTAB-3892 RDP Tumor OR QN BC A.1.2.1.1","Bicor-None_signum0.293_minSize10_merge_ME_0.85_42548","midnightblue","Seed",1.8348623853211
"Kamoun 2016 E-MTAB-3892 RDP Tumor OR QN BC A.1.2.1.1","Bicor-None_signum0.293_minSize12_merge_ME_0.85_42548","midnightblue","Seed",1.8348623853211
"Kamoun 2016 E-MTAB-3892 RDP Tumor OR QN BC A.1.2.1.1","Bicor-None_signum0.293_minSize15_merge_ME_0.85_42548","salmon","Seed",1.8348623853211
"Kamoun 2016 E-MTAB-3892 RDP Tumor OR QN BC A.1.2.1.1","Bicor-None_signum0.293_minSize20_merge_ME_0.85_42548","salmon","Seed",1.8348623853211
"Kamoun 2016 E-MTAB-3892 RDP Tumor OR QN BC A.1.2.1.1","Bicor-None_signum0.331_minSize10_merge_ME_0.85_42548","greenyellow","Seed",1.8348623853211
"Kamoun 2016 E-MTAB-3892 RDP Tumor OR QN BC A.1.2.1.1","Bicor-None_signum0.331_minSize12_merge_ME_0.85_42548","salmon","Seed",1.8348623853211
"Kamoun 2016 E-MTAB-3892 RDP Tumor OR QN BC A.1.2.1.1","Bicor-None_signum0.331_minSize15_merge_ME_0.85_42548","tan","Seed",1.8348623853211
"Kamoun 2016 E-MTAB-3892 RDP Tumor OR QN BC A.1.2.1.1","Bicor-None_signum0.331_minSize20_merge_ME_0.85_42548","purple","Seed",1.8348623853211
"Sun 2006 GSE4290 RDP Tumor OR QN BC A.1.2.1.1","Bicor-None_signum0.431_minSize10_merge_ME_0.85_42548","pink","Seed",1.8018018018018
"IvyGAP 2017 GSE107559 EXT Tumor OR A.1.2.2","Bicor-None_signum0.814_minSize10_merge_ME_0.85_17418","turquoise","Seed",1.78571428571429
"TCGA GBM Agilent 01 (Gene Level) EXT OR BC D.2.1.1","Bicor-None_signum0.604_minSize10_merge_ME_0.85_17814","royalblue","Seed",1.78571428571429
"Trabzuni 2013 GSE46706 RDP OR QN BC OR A.1.1.1.1.1","Bicor-None_signum0.473_minSize20_merge_ME_0.85_22011","red","Seed",1.77777777777778
"Petalidis 2008 GSE1993 EXT OR QN A.1.1.1","Bicor-None_signum0.365_minSize15_merge_ME_0.85_22215","blue","Seed",1.76991150442478
"Labreche 2015 E-MTAB-2768 EXT OR QN A.1.1.1","Bicor-None_signum0.303_minSize15_merge_ME_0.85_54613","orange","Seed",1.75438596491228
"Petalidis 2008 GSE1993 EXT OR QN A.1.1.1","Bicor-None_signum0.343_minSize15_merge_ME_0.85_22215","blue","Seed",1.75438596491228
"Kamoun 2016 E-MTAB-3892 RDP Tumor OR QN BC A.1.2.1.1","Bicor-None_signum0.266_minSize10_merge_ME_0.85_42548","lightcyan","Seed",1.72413793103448
"Kamoun 2016 E-MTAB-3892 RDP Tumor OR QN BC A.1.2.1.1","Bicor-None_signum0.266_minSize12_merge_ME_0.85_42548","grey60","Seed",1.72413793103448
"Kamoun 2016 E-MTAB-3892 RDP Tumor OR QN BC A.1.2.1.1","Bicor-None_signum0.266_minSize15_merge_ME_0.85_42548","midnightblue","Seed",1.72413793103448
"Kamoun 2016 E-MTAB-3892 RDP Tumor OR QN BC A.1.2.1.1","Bicor-None_signum0.266_minSize20_merge_ME_0.85_42548","salmon","Seed",1.72413793103448
"Laffaire 2014 E-MTAB-951 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.541_minSize8_merge_ME_0.85_42548","midnightblue","Seed",1.72413793103448
"Petalidis 2008 GSE1993 EXT OR QN A.1.1.1","Bicor-None_signum0.365_minSize12_merge_ME_0.85_22215","blue","Seed",1.70940170940171
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.481_minSize10_merge_ME_0.85_23987","lightcyan","Seed",1.69491525423729
"Erdem-Eraslan 2012 GSE43388 U133Plus2 RDP OR QN BC B.1.1.1.1","Bicor-None_signum0.371_minSize12_merge_ME_0.85_42548","greenyellow","Seed",1.68067226890756
"Labreche 2015 E-MTAB-2768 EXT OR QN A.1.1.1","Bicor-None_signum0.284_minSize12_merge_ME_0.85_54613","darkgrey","Seed",1.66666666666667
"Labreche 2015 E-MTAB-2768 EXT OR QN A.1.1.1","Bicor-None_signum0.284_minSize15_merge_ME_0.85_54613","darkturquoise","Seed",1.66666666666667
"Weller 2015 GSE61374 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.349_minSize15_merge_ME_0.85_42548","greenyellow","Seed",1.63934426229508
"Weller 2015 GSE61374 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.349_minSize20_merge_ME_0.85_42548","purple","Seed",1.63934426229508
"CGGA RNA Microarray EXT OR A.1.1","Bicor-None_signum0.373_minSize12_merge_ME_0.85_29421","grey60","Seed",1.6260162601626
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.36_minSize8_merge_ME_0.85_24326","lightgreen","Seed",1.58730158730159
"Kamoun 2016 E-MTAB-3892 RDP Tumor OR QN BC A.1.2.1.1","Bicor-None_signum0.245_minSize12_merge_ME_0.85_42548","grey60","Seed",1.58730158730159
"Kamoun 2016 E-MTAB-3892 RDP Tumor OR QN BC A.1.2.1.1","Bicor-None_signum0.245_minSize15_merge_ME_0.85_42548","lightcyan","Seed",1.58730158730159
"Kamoun 2016 E-MTAB-3892 RDP Tumor OR QN BC A.1.2.1.1","Bicor-None_signum0.245_minSize20_merge_ME_0.85_42548","salmon","Seed",1.58730158730159
"Trabzuni 2013 GSE46706 RDP OR QN BC OR A.1.1.1.1.1","Bicor-None_signum0.555_minSize20_merge_ME_0.85_22011","yellow","Seed",1.58730158730159
"IvyGAP 2017 GSE107559 EXT Tumor OR A.1.2.2","Bicor-None_signum0.814_minSize8_merge_ME_0.85_17418","turquoise","Seed",1.5625
"Petalidis 2008 GSE1993 EXT OR QN A.1.1.1","Bicor-None_signum0.428_minSize12_merge_ME_0.85_22215","blue","Seed",1.5625
"Erdem-Eraslan 2012 GSE43388 U133Plus2 RDP OR QN BC B.1.1.1.1","Bicor-None_signum0.371_minSize10_merge_ME_0.85_42548","tan","Seed",1.55038759689922
"Erdem-Eraslan 2012 GSE43388 U133Plus2 RDP OR QN BC B.1.1.1.1","Bicor-None_signum0.399_minSize12_merge_ME_0.85_42548","purple","Seed",1.55038759689922
"Trabzuni 2013 GSE46706 RDP OR QN BC OR A.1.1.1.1.1","Bicor-None_signum0.509_minSize20_merge_ME_0.85_22011","pink","Seed",1.54639175257732
"Grzmil 2011 GSE15824 RDP Tumor OR QN A.1.2.1","Bicor-None_signum0.519_minSize8_merge_ME_0.85_42548","midnightblue","Seed",1.53846153846154
"Sottoriva 2013 E-MTAB-1129 EXT OR QN A.1.1.1","Bicor-None_signum0.251_minSize10_merge_ME_0.85_43946","greenyellow","Seed",1.52671755725191
"Sottoriva 2013 E-MTAB-1129 EXT OR QN A.1.1.1","Bicor-None_signum0.251_minSize12_merge_ME_0.85_43946","greenyellow","Seed",1.52671755725191
"Sottoriva 2013 E-MTAB-1129 EXT OR QN A.1.1.1","Bicor-None_signum0.251_minSize15_merge_ME_0.85_43946","greenyellow","Seed",1.52671755725191
"Sottoriva 2013 E-MTAB-1129 EXT OR QN A.1.1.1","Bicor-None_signum0.251_minSize20_merge_ME_0.85_43946","greenyellow","Seed",1.52671755725191
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.437_minSize15_merge_ME_0.85_23987","tan","Seed",1.51515151515152
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.437_minSize20_merge_ME_0.85_23987","magenta","Seed",1.51515151515152
"Labreche 2015 E-MTAB-2768 EXT OR QN A.1.1.1","Bicor-None_signum0.572_minSize8_merge_ME_0.85_54613","green","Seed",1.51515151515152
"Trabzuni 2013 GSE46706 RDP OR QN BC OR A.1.1.1.1.1","Bicor-None_signum0.555_minSize8_merge_ME_0.85_22011","lightyellow","Seed",1.51515151515152
"Aubry 2015 E-MTAB-5092 RDP Tumor OR QN BC A.1.2.1.1","Bicor-None_signum0.499_minSize20_merge_ME_0.85_34582","lightyellow","Seed",1.49253731343284
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.403_minSize20_merge_ME_0.85_23987","greenyellow","Seed",1.49253731343284
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.481_minSize8_merge_ME_0.85_23987","lightyellow","Seed",1.49253731343284
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.548_minSize15_merge_ME_0.85_23987","green","Seed",1.49253731343284
"Gleize 2015 E-MTAB-2358 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.577_minSize8_merge_ME_0.85_42548","red","Seed",1.49253731343284
"Kwon 2015 GSE62153 EXT QN OR BC A.1.1.1","Bicor-None_signum0.353_minSize15_merge_ME_0.85_43960","pink","Seed",1.49253731343284
"Kwon 2015 GSE62153 EXT QN OR BC A.1.1.1","Bicor-None_signum0.388_minSize15_merge_ME_0.85_43960","pink","Seed",1.49253731343284
"Weller 2015 GSE61374 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.413_minSize10_merge_ME_0.85_42548","pink","Seed",1.49253731343284
"Trabzuni 2013 GSE46706 RDP OR QN BC OR A.1.1.1.1.1","Bicor-None_signum0.555_minSize10_merge_ME_0.85_22011","pink","Seed",1.49253731343284
"Trabzuni 2013 GSE46706 RDP OR QN BC OR A.1.1.1.1.1","Bicor-None_signum0.555_minSize12_merge_ME_0.85_22011","pink","Seed",1.49253731343284
"Lu 2012 E-MEXP-3239 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.489_minSize12_merge_ME_0.85_32968","grey60","Seed",1.47058823529412
"Petalidis 2008 GSE1993 EXT OR QN A.1.1.1","Bicor-None_signum0.392_minSize12_merge_ME_0.85_22215","green","Seed",1.47058823529412
"Sun 2006 GSE4290 RDP Tumor OR QN BC A.1.2.1.1","Bicor-None_signum0.431_minSize12_merge_ME_0.85_42548","yellow","Seed",1.45985401459854
"Petalidis 2008 GSE1993 EXT OR QN A.1.1.1","Bicor-None_signum0.392_minSize15_merge_ME_0.85_22215","turquoise","Seed",1.45454545454545
"Grzmil 2011 GSE15824 RDP Tumor OR QN A.1.2.1","Bicor-None_signum0.422_minSize15_merge_ME_0.85_42548","salmon","Seed",1.44927536231884
"Labreche 2015 E-MTAB-2768 EXT OR QN A.1.1.1","Bicor-None_signum0.303_minSize12_merge_ME_0.85_54613","darkgrey","Seed",1.44927536231884
"Sottoriva 2013 E-MTAB-1129 EXT OR QN A.1.1.1","Bicor-None_signum0.406_minSize15_merge_ME_0.85_43946","magenta","Seed",1.44927536231884
"Turkheimer 2006 GSE2817 RDP Tumor OR QN BC A.1.1.1.1","Bicor-None_signum0.561_minSize8_merge_ME_0.85_42548","royalblue","Seed",1.44927536231884
"Weller 2015 GSE61374 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.311_minSize20_merge_ME_0.85_42548","tan","Seed",1.44927536231884
"Yu 2016 GSE74187 EXT OR BC A.1.1.1","Bicor-None_signum0.521_minSize8_merge_ME_0.85_19000","midnightblue","Seed",1.44927536231884
"Erdem-Eraslan 2012 GSE43388 U133Plus2 RDP OR QN BC B.1.1.1.1","Bicor-None_signum0.399_minSize10_merge_ME_0.85_42548","greenyellow","Seed",1.43884892086331
"Lu 2012 E-MEXP-3239 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.394_minSize12_merge_ME_0.85_32968","lightyellow","Seed",1.42857142857143
"Petalidis 2008 GSE1993 EXT OR QN A.1.1.1","Bicor-None_signum0.484_minSize10_merge_ME_0.85_22215","turquoise","Seed",1.41843971631206
"TCGA GBM Agilent 01 (Gene Level) EXT OR BC D.2.1.1","Bicor-None_signum0.666_minSize15_merge_ME_0.85_17814","magenta","Seed",1.40845070422535
"Petalidis 2008 GSE1993 EXT OR QN A.1.1.1","Bicor-None_signum0.392_minSize12_merge_ME_0.85_22215","turquoise","Seed",1.39372822299652
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.437_minSize10_merge_ME_0.85_23987","midnightblue","Seed",1.38888888888889
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.437_minSize12_merge_ME_0.85_23987","midnightblue","Seed",1.38888888888889
"Grzmil 2011 GSE15824 RDP Tumor OR QN A.1.2.1","Bicor-None_signum0.519_minSize8_merge_ME_0.85_42548","cyan","Seed",1.38888888888889
"Walsh 2015 GSE51062 RDP OR QN BC OR A.1.1.1.1.1","Bicor-None_signum0.311_minSize12_merge_ME_0.85_42548","cyan","Seed",1.38888888888889
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.481_minSize10_merge_ME_0.85_23987","tan","Seed",1.36986301369863
"Laffaire 2014 E-MTAB-951 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.417_minSize20_merge_ME_0.85_42548","red","Seed",1.36986301369863
"Weller 2015 GSE61374 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.349_minSize10_merge_ME_0.85_42548","tan","Seed",1.36986301369863
"Weller 2015 GSE61374 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.349_minSize12_merge_ME_0.85_42548","tan","Seed",1.36986301369863
"GTEx V8 Brain RNA-seq EXT OR A.1.1.1","Bicor-None_signum0.734_minSize20_merge_ME_0.85_23433","blue","Seed",1.36518771331058
"GTEx V8 Brain RNA-seq EXT OR A.1.1.1","Bicor-None_signum0.806_minSize10_merge_ME_0.85_23433","blue","Seed",1.36363636363636
"Petalidis 2008 GSE1993 EXT OR QN A.1.1.1","Bicor-None_signum0.392_minSize10_merge_ME_0.85_22215","red","Seed",1.36054421768707
"TCGA GBM Agilent 01 (Gene Level) EXT OR BC D.2.1.1","Bicor-None_signum0.763_minSize10_merge_ME_0.85_17814","pink","Seed",1.35135135135135
"IvyGAP 2017 GSE107559 EXT Tumor OR A.1.2.2","Bicor-None_signum0.466_minSize8_merge_ME_0.85_17418","cyan","Seed",1.33333333333333
"TCGA LGG RNA-seq EXT OR QN BC A.1.1.1.1.1","Bicor-None_signum0.347_minSize20_merge_ME_0.85_27357","salmon","Seed",1.33333333333333
"TCGA LGG RNA-seq EXT OR QN BC A.1.1.1.1.1","Bicor-None_signum0.385_minSize20_merge_ME_0.85_27357","greenyellow","Seed",1.33333333333333
"Walsh 2015 GSE51062 RDP OR QN BC OR A.1.1.1.1.1","Bicor-None_signum0.311_minSize10_merge_ME_0.85_42548","cyan","Seed",1.33333333333333
"Walsh 2015 GSE51062 RDP OR QN BC OR A.1.1.1.1.1","Bicor-None_signum0.311_minSize12_merge_ME_0.85_42548","salmon","Seed",1.33333333333333
"Walsh 2015 GSE51062 RDP OR QN BC OR A.1.1.1.1.1","Bicor-None_signum0.311_minSize15_merge_ME_0.85_42548","salmon","Seed",1.33333333333333
"Walsh 2015 GSE51062 RDP OR QN BC OR A.1.1.1.1.1","Bicor-None_signum0.311_minSize20_merge_ME_0.85_42548","tan","Seed",1.33333333333333
"Yu 2016 GSE74187 EXT OR BC A.1.1.1","Bicor-None_signum0.488_minSize8_merge_ME_0.85_19000","cyan","Seed",1.33333333333333
"Gleize 2015 E-MTAB-2358 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.412_minSize15_merge_ME_0.85_42548","black","Seed",1.32743362831858
"Weller 2015 GSE61374 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.349_minSize15_merge_ME_0.85_42548","magenta","Seed",1.31578947368421
"Weller 2015 GSE61374 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.413_minSize8_merge_ME_0.85_42548","magenta","Seed",1.31578947368421
"Yu 2016 GSE74187 EXT OR BC A.1.1.1","Bicor-None_signum0.46_minSize10_merge_ME_0.85_19000","grey60","Seed",1.31578947368421
"GTEx V8 Brain RNA-seq EXT OR A.1.1.1","Bicor-None_signum0.778_minSize15_merge_ME_0.85_23433","blue","Seed",1.31578947368421
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize12_merge_ME_0.85_26167","pink","Seed",1.2987012987013
"Gleize 2015 E-MTAB-2358 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.438_minSize20_merge_ME_0.85_42548","red","Seed",1.29032258064516
"French 2007 GSE9385 RDP Tumor OR QN BC A.1.2.1.1","Bicor-None_signum0.471_minSize15_merge_ME_0.85_22011","black","Seed",1.28205128205128
"Laffaire 2014 E-MTAB-951 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.483_minSize10_merge_ME_0.85_42548","greenyellow","Seed",1.28205128205128
"Lu 2012 E-MEXP-3239 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.489_minSize10_merge_ME_0.85_32968","lightyellow","Seed",1.28205128205128
"Petalidis 2008 GSE1993 EXT OR QN A.1.1.1","Bicor-None_signum0.392_minSize8_merge_ME_0.85_22215","green","Seed",1.28205128205128
"Walsh 2015 GSE51062 RDP OR QN BC OR A.1.1.1.1.1","Bicor-None_signum0.332_minSize10_merge_ME_0.85_42548","tan","Seed",1.28205128205128
"Hodges 2006 GSE3790 RDP Normal OR QN BC OR A.1.2.1.1.1","Bicor-None_signum0.34_minSize15_merge_ME_0.85_18621","brown","Seed",1.28205128205128
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.548_minSize12_merge_ME_0.85_23987","red","Seed",1.26582278481013
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.351_minSize20_merge_ME_0.85_26167","pink","Seed",1.26582278481013
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.386_minSize20_merge_ME_0.85_26167","black","Seed",1.26582278481013
"Grzmil 2011 GSE15824 RDP Tumor OR QN A.1.2.1","Bicor-None_signum0.393_minSize20_merge_ME_0.85_42548","greenyellow","Seed",1.26582278481013
"Grzmil 2011 GSE15824 RDP Tumor OR QN A.1.2.1","Bicor-None_signum0.422_minSize20_merge_ME_0.85_42548","greenyellow","Seed",1.26582278481013
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.437_minSize8_merge_ME_0.85_23987","grey60","Seed",1.25
"IvyGAP 2017 GSE107559 EXT Tumor OR A.1.2.2","Bicor-None_signum0.411_minSize20_merge_ME_0.85_17418","pink","Seed",1.25
"IvyGAP 2017 GSE107559 EXT Tumor OR A.1.2.2","Bicor-None_signum0.436_minSize12_merge_ME_0.85_17418","salmon","Seed",1.25
"IvyGAP 2017 GSE107559 EXT Tumor OR A.1.2.2","Bicor-None_signum0.466_minSize12_merge_ME_0.85_17418","purple","Seed",1.25
"REMBRANDT 2018 GSE108474 RDP Tumor OR QN BC OR BC A.1.2.1.1.1.1","Bicor-None_signum0.341_minSize20_merge_ME_0.85_42548","greenyellow","Seed",1.25
"Sun 2006 GSE4290 RDP Tumor OR QN BC A.1.2.1.1","Bicor-None_signum0.619_minSize8_merge_ME_0.85_42548","red","Seed",1.23456790123457
"Tso 2006 GSE5107 EXT OR QN A.1.1.1","Bicor-None_signum0.36_minSize8_merge_ME_0.85_21860","salmon","Seed",1.23456790123457
"Ducray 2010 E-TABM-898 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.356_minSize10_merge_ME_0.85_42548","black","Seed",1.21951219512195
"Ducray 2010 E-TABM-898 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.356_minSize12_merge_ME_0.85_42548","black","Seed",1.21951219512195
"Walsh 2015 GSE51062 RDP OR QN BC OR A.1.1.1.1.1","Bicor-None_signum0.311_minSize10_merge_ME_0.85_42548","salmon","Seed",1.21951219512195
"Yu 2016 GSE74187 EXT OR BC A.1.1.1","Bicor-None_signum0.46_minSize8_merge_ME_0.85_19000","lightcyan","Seed",1.21951219512195
"CGGA RNA Microarray EXT OR A.1.1","Bicor-None_signum0.424_minSize10_merge_ME_0.85_29421","cyan","Seed",1.20481927710843
"Ducray 2010 E-TABM-898 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.284_minSize15_merge_ME_0.85_42548","black","Seed",1.20481927710843
"Ducray 2010 E-TABM-898 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.302_minSize15_merge_ME_0.85_42548","black","Seed",1.20481927710843
"Jungk 2016 GSE83537 EXT OR QN BC OR A.1.1.1.1.1","Bicor-None_signum0.57_minSize20_merge_ME_0.85_43960","turquoise","Seed",1.20481927710843
"Kawaguchi 2013 GSE43378 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.374_minSize10_merge_ME_0.85_42548","tan","Seed",1.20481927710843
"Gleize 2015 E-MTAB-2358 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.513_minSize12_merge_ME_0.85_42548","black","Seed",1.19760479041916
"Gleize 2015 E-MTAB-2358 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.412_minSize12_merge_ME_0.85_42548","midnightblue","Seed",1.19047619047619
"IvyGAP 2017 GSE107559 EXT Tumor OR A.1.2.2","Bicor-None_signum0.411_minSize8_merge_ME_0.85_17418","lightcyan","Seed",1.19047619047619
"Laffaire 2014 E-MTAB-951 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.446_minSize10_merge_ME_0.85_42548","tan","Seed",1.19047619047619
"Weller 2015 GSE61374 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.283_minSize20_merge_ME_0.85_42548","salmon","Seed",1.19047619047619
