"Dataset","Network","Mod_Def","SetID","Module","Min_Pval","SetName"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize15_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET7695","grey60","0.0096457564778639","LUO_2019_EXC_L6_TLE4_ZNF385B_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize15_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET7696","yellowgreen","0.0134024528327093","LUO_2019_EXC_L6_TSHZ2_CALN1_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize15_merge_ME_0.85_26167","TOPMODPOSBC","MOSET7697","lightgreen","0.00264473284714392","LUO_2019_EXC_L6_TSHZ2_TCF12_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize15_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET7698","plum1","0.000895309483072928","LUO_2019_INH_CGE_MGE_CHST9_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize15_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET7699","lightyellow","0.000498258403131886","LUO_2019_INH_CGE_LAMP5_CLSTN2_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize15_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET7700","lightyellow","0.000382856704730083","LUO_2019_INH_CGE_LAMP5_FGFR2_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize15_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET7701","purple","0.00219450966963377","LUO_2019_INH_CGE_LAMP5_PLD5_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize15_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET7702","plum1","0.000208424402003659","LUO_2019_INH_CGE_NDNF_CPNE2_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize15_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET7703","lightgreen","0.000138720370693748","LUO_2019_INH_CGE_NDNF_IGSF3_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize15_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET7704","lightgreen","0.0165899173677527","LUO_2019_INH_CGE_NDNF_LDB2_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize15_merge_ME_0.85_26167","TOPMODPOSBC","MOSET7705","orangered4","0.000386897006150955","LUO_2019_INH_CGE_NDNF_NXPH1_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize15_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET7706","orangered4","0.00122469041403701","LUO_2019_INH_CGE_NDNF_SCN5A_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize15_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET7707","blue","0.00685255546773709","LUO_2019_INH_CGE_VIP_AFAP1L2_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize15_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET7708","midnightblue","0.000258465622542976","LUO_2019_INH_CGE_VIP_ASTN2_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize15_merge_ME_0.85_26167","TOPMODPOSBC","MOSET7709","orangered4","0.00056435542971592","LUO_2019_INH_CGE_VIP_DPP6_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize15_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET7710","orangered4","0.000490782313310798","LUO_2019_INH_CGE_VIP_LINGO2_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize15_merge_ME_0.85_26167","TOPMODPOSBC","MOSET7711","grey60","0.002684103027861","LUO_2019_INH_CGE_VIP_MBP_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize15_merge_ME_0.85_26167","TOPMODPOSBC","MOSET7712","orangered4","0.00472505025387722","LUO_2019_INH_CGE_VIP_NELL1_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize15_merge_ME_0.85_26167","TOPMODPOSBC","MOSET7713","blue","0.0148180105555909","LUO_2019_INH_CGE_VIP_SORCS1_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize15_merge_ME_0.85_26167","TOPMODPOSBC","MOSET7714","turquoise","0.000700107845653201","LUO_2019_INH_CGE_VIP_SRGAP1_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize15_merge_ME_0.85_26167","TOPMODPOSBC","MOSET7715","tan","0.00440947964365433","LUO_2019_INH_MGE_B3GAT2_AOAH_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize15_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET7716","midnightblue","0.000707542814861671","LUO_2019_INH_MGE_B3GAT2_CHST11_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize15_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET7717","darkgreen","0.001981067145767","LUO_2019_INH_MGE_B3GAT2_IGSF21_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize15_merge_ME_0.85_26167","TOPMODPOSBC","MOSET7718","tan","0.00111122255072785","LUO_2019_INH_MGE_B3GAT2_PCDH7_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize15_merge_ME_0.85_26167","TOPMODPOSBC","MOSET7719","tan","0.000156421642950201","LUO_2019_INH_MGE_B3GAT2_PDE4B_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize15_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET7720","midnightblue","0.000579796152103165","LUO_2019_INH_MGE_B3GAT2_STK32A_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize15_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET7721","steelblue","0.00456445116638772","LUO_2019_INH_MGE_CALB1_HS3ST5_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize15_merge_ME_0.85_26167","TOPMODPOSBC","MOSET7722","steelblue","0.000669260147798507","LUO_2019_INH_MGE_CALB1_ME3_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize15_merge_ME_0.85_26167","TOPMODPOSBC","MOSET7723","steelblue","0.00104091497592688","LUO_2019_INH_MGE_CALB1_PCDH9_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize15_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET7724","lightgreen","0.000890439480933954","LUO_2019_INH_MGE_PVALB_DISC1_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize15_merge_ME_0.85_26167","TOPMODPOSBC","MOSET7725","darkgreen","0.000813706364197423","LUO_2019_INH_MGE_PVALB_EPHB1_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize15_merge_ME_0.85_26167","TOPMODPOSBC","MOSET7726","darkgreen","0.000388763480444679","LUO_2019_INH_MGE_PVALB_KIRREL_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize15_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET7727","turquoise","0.0343267648956894","LUO_2019_INH_MGE_PVALB_SULF1_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize15_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET7728","lightgreen","0.00012048494812112","LUO_2019_INH_MGE_PVALB_UTRN_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize15_merge_ME_0.85_26167","TOPMODPOSBC","MOSET7729","lightgreen","0.00367511020424701","LUO_2019_INH_MGE_UNC5B_CHRM3_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize15_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET7730","lightgreen","0.000689043096751348","LUO_2019_INH_MGE_UNC5B_DCLK1_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize15_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET7753","grey60","0.000506088549240586","JAKEL_2019_NEURON3"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize15_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET7754","darkorange","0.000278939799439177","JAKEL_2019_NEURON4"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize15_merge_ME_0.85_26167","TOPMODPOSBC","MOSET7755","grey60","0.000179598357937218","JAKEL_2019_NEURON5"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize15_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET8689","purple","0.0170006287581688","MONJE_UP_IN_GBM_FROM_NEURON"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize15_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET8690","white","0.00047676690476467","MONJE_DOWN_IN_GBM_FROM_NEURON"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize20_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET6733","purple","0.0486943587089008","ZENG_HUMAN_INTERNEURON_MARKERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize20_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET6831","yellow","0.00069233017869758","Raju_18GW_INTERNEURONS_SEED"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize20_merge_ME_0.85_26167","TOPMODPOSBC","MOSET6832","brown","0.000169064153277225","Raju_18GW_INTERNEURONS_BC"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize20_merge_ME_0.85_26167","TOPMODPOSBC","MOSET7028","green","0.0456088672802879","kelley_neuron"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize20_merge_ME_0.85_26167","TOPMODPOSBC","MOSET7054","salmon","0.000365814888051668","kelley_neuron.2"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize20_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET7118","salmon","0.0379845256583837","AGARWAL_SN_2020_GABA_NEURONS_DE_NEU_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize20_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET7522","salmon","0.000137736871516927","YANG_PFC_2021_L2_3_EXCITATORY_NEURON"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize20_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET7526","magenta","0.030217258972526","YANG_PFC_2021_L4_EXCITATORY_NEURON"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize20_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET7527","cyan","0.000461750763667448","YANG_PFC_2021_VIP_INTERNEURON"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize20_merge_ME_0.85_26167","TOPMODPOSBC","MOSET7528","salmon","0.000219572769453256","YANG_PFC_2021_PV_INTERNEURON"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize20_merge_ME_0.85_26167","TOPMODPOSBC","MOSET7529","salmon","0.000860288400358713","YANG_PFC_2021_SST_INTERNEURON"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize20_merge_ME_0.85_26167","TOPMODPOSBC","MOSET7530","salmon","0.000495486348810997","YANG_PFC_2021_L5_6_CC_EXCITATORY_NEURON"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize20_merge_ME_0.85_26167","TOPMODPOSBC","MOSET7531","salmon","0.000121894006610315","YANG_PFC_2021_L5_6_EXCITATORY_NEURON"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize20_merge_ME_0.85_26167","TOPMODPOSBC","MOSET7532","salmon","0.00128769621554964","YANG_PFC_2021_SV2C_INTERNEURON"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize20_merge_ME_0.85_26167","TOPMODPOSBC","MOSET7551","salmon","0.00100395921166194","YANG_2021_NEURON"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize20_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET7597","brown","0.00194060228035153","GRUBMAN_2019_NEURON"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize20_merge_ME_0.85_26167","TOPMODPOSBC","MOSET7604","salmon","0.00318392681660791","ABSINTA_2021_NEURON"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize20_merge_ME_0.85_26167","TOPMODPOSBC","MOSET7679","brown","0.027885450874862","LUO_2019_EXC_L1_3_CUX2_NYAP2_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize20_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET7680","salmon","0.00816638267457419","LUO_2019_EXC_L1_3_CUX2_SLC35F3_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize20_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET7681","brown","0.000349722354890213","LUO_2019_EXC_L2_4_RORB_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize20_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET7682","lightyellow","0.00553824955127606","LUO_2019_EXC_L4_5_FOXP2_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize20_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET7683","salmon","0.00154356475619527","LUO_2019_EXC_L4_5_TOX_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize20_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET7684","brown","0.00127636846135685","LUO_2019_EXC_L4_6_LRRK1_ADAMTSL1_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize20_merge_ME_0.85_26167","TOPMODPOSBC","MOSET7685","purple","0.0189635529588262","LUO_2019_EXC_L4_6_LRRK1_MLLT3_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize20_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET7686","brown","0.00185815955905808","LUO_2019_EXC_L4_6_LRRK1_RXRG_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize20_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET7687","brown","0.000273921207390071","LUO_2019_EXC_L4_PLCH1_ARHGAP15_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize20_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET7688","brown","0.000211495040364166","LUO_2019_EXC_L4_PLCH1_CUX2_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize20_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET7689","brown","0.00242426439150981","LUO_2019_EXC_L5_6_PDZRN4_CUX1_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize20_merge_ME_0.85_26167","TOPMODPOSBC","MOSET7690","salmon","0.000541103285108669","LUO_2019_EXC_L5_6_PDZRN4_RGS6_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize20_merge_ME_0.85_26167","TOPMODPOSBC","MOSET7691","lightyellow","0.000273828797170399","LUO_2019_EXC_L5_6_PDZRN4_WWC2_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize20_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET7692","magenta","0.00609399049308807","LUO_2019_EXC_L6_TLE4_CPNE4_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize20_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET7693","brown","0.00472019348786822","LUO_2019_EXC_L6_TLE4_LMO1_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize20_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET7694","salmon","0.00234515608922612","LUO_2019_EXC_L6_TLE4_SCUBE1_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize20_merge_ME_0.85_26167","TOPMODPOSBC","MOSET7695","brown","0.00717774149858459","LUO_2019_EXC_L6_TLE4_ZNF385B_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize20_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET7696","magenta","0.0207802815078295","LUO_2019_EXC_L6_TSHZ2_CALN1_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize20_merge_ME_0.85_26167","TOPMODPOSBC","MOSET7697","cyan","0.000246110718709022","LUO_2019_EXC_L6_TSHZ2_TCF12_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize20_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET7698","salmon","0.00154356475619527","LUO_2019_INH_CGE_MGE_CHST9_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize20_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET7699","midnightblue","0.00148412813592584","LUO_2019_INH_CGE_LAMP5_CLSTN2_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize20_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET7700","midnightblue","0.00114966588358949","LUO_2019_INH_CGE_LAMP5_FGFR2_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize20_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET7701","magenta","0.0048530152669575","LUO_2019_INH_CGE_LAMP5_PLD5_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize20_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET7702","black","0.000216338940972773","LUO_2019_INH_CGE_NDNF_CPNE2_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize20_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET7703","cyan","0.000905318232934754","LUO_2019_INH_CGE_NDNF_IGSF3_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize20_merge_ME_0.85_26167","TOPMODPOSBC","MOSET7704","black","0.0382171212286554","LUO_2019_INH_CGE_NDNF_LDB2_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize20_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET7705","lightyellow","0.00291402240320286","LUO_2019_INH_CGE_NDNF_NXPH1_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize20_merge_ME_0.85_26167","TOPMODPOSBC","MOSET7706","cyan","0.00011803030245862","LUO_2019_INH_CGE_NDNF_SCN5A_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize20_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET7707","blue","0.00436531815483207","LUO_2019_INH_CGE_VIP_AFAP1L2_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize20_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET7708","purple","0.000489456273649478","LUO_2019_INH_CGE_VIP_ASTN2_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize20_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET7709","salmon","0.014805315151143","LUO_2019_INH_CGE_VIP_DPP6_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize20_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET7710","black","0.000723608952196491","LUO_2019_INH_CGE_VIP_LINGO2_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize20_merge_ME_0.85_26167","TOPMODPOSBC","MOSET7711","salmon","0.00483293662812836","LUO_2019_INH_CGE_VIP_MBP_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize20_merge_ME_0.85_26167","TOPMODPOSBC","MOSET7712","blue","0.00213867469182185","LUO_2019_INH_CGE_VIP_NELL1_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize20_merge_ME_0.85_26167","TOPMODPOSBC","MOSET7713","blue","0.00944583100420141","LUO_2019_INH_CGE_VIP_SORCS1_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize20_merge_ME_0.85_26167","TOPMODPOSBC","MOSET7714","turquoise","0.00173626670507108","LUO_2019_INH_CGE_VIP_SRGAP1_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize20_merge_ME_0.85_26167","TOPMODPOSBC","MOSET7715","salmon","0.0045144408036125","LUO_2019_INH_MGE_B3GAT2_AOAH_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize20_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET7716","purple","0.00131137512428894","LUO_2019_INH_MGE_B3GAT2_CHST11_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize20_merge_ME_0.85_26167","TOPMODPOSBC","MOSET7717","salmon","0.00605299020467543","LUO_2019_INH_MGE_B3GAT2_IGSF21_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize20_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET7718","brown","0.00307272818219658","LUO_2019_INH_MGE_B3GAT2_PCDH7_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize20_merge_ME_0.85_26167","TOPMODPOSBC","MOSET7719","salmon","0.00550983049738053","LUO_2019_INH_MGE_B3GAT2_PDE4B_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize20_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET7720","purple","0.00107955108712152","LUO_2019_INH_MGE_B3GAT2_STK32A_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize20_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET7721","greenyellow","0.00733153343310862","LUO_2019_INH_MGE_CALB1_HS3ST5_DE_NEURON_CLUSTERS"
